
1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1
1.0202203339037458E-9,9.798401882858641E-15,9.798401882858641E-15,1.0202203339037458E-9,1.2017451702613522E-22,1.03024569687303E-22,1.03024569687303E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,0
1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1
1.0202203339037458E-9,1.2017451702613522E-22,1.100940295591777E-14,1.1615710731132947E-4,1.100940295591777E-14,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,1
1.03024569687303E-22,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.2017451702613522E-22,1
1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1
1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,9.798401882858641E-15,1.03024569687303E-22,0
2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.100940295591777E-14,1
1.1615710731132947E-4,1.100940295591777E-14,1.03024569687303E-22,1.03024569687303E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1
2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1
1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1
1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1.0402892622067899E-19,1
1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0594278014248785E-23,1.0202203339037458E-9,1.0594278014248785E-23,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1
1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0594278014248785E-23,1.0202203339037458E-9,1
1.0594278014248785E-23,1.0202203339037458E-9,1.2017451702613522E-22,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1
1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1
1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1
1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1
1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1
1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.2017451702613522E-22,1.100940295591777E-14,1.1615710731132947E-4,1.100940295591777E-14,1.100940295591777E-14,1.1615710731132947E-4,1.100940295591777E-14,1
1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,9.798401882858641E-15,1.0402893773745178E-15,1.0202203339037458E-9,0.0,0
1.0594278014248785E-23,9.798401882858641E-15,1.0594278014248785E-23,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,0
1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1
1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0594278014248785E-23,1.0202203339037458E-9,1.0594278014248785E-23,1
1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,1.100940295591777E-14,1.1615710731132947E-4,1.100940295591777E-14,1
1.100940295591777E-14,9.798401882858641E-15,1.100940295591777E-14,2.0361602692841487E-33,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0594278014248785E-23,1.0202203339037458E-9,0
1.0594278014248785E-23,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1
2.0361602692841487E-33,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0594278014248785E-23,1.0202203339037458E-9,1.0594278014248785E-23,1.0202203339037458E-9,1.2017451702613522E-22,1
1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,1
0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1
1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1
1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1
1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0402892622067899E-19,1.0402892622471498E-19,1
1.0594278014248785E-23,9.798401882858641E-15,1.03024569687303E-22,2.0361602692841487E-33,1.03024569687303E-22,1.03024569687303E-22,0.010402893773759407,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,0
1.0594278014248785E-23,9.798401882858641E-15,2.0361602692841487E-33,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0594278014248785E-23,1.0202203339037458E-9,1.0402892622067899E-19,0
1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,0.010402893773759407,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1
1.0594278014248785E-23,1.0202203339037458E-9,0.010402893773759407,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1
1.0202203339037458E-9,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,0.010402893773759407,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1
1.100940295591777E-14,1.1615710731132947E-4,1.100940295591777E-14,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0202203339037458E-9,1.0594278014248785E-23,1.0202203339037458E-9,1.0202203339037458E-9,1
1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,9.798401882858641E-15,1.0402893773745178E-15,0
1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1
1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1
1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1
1.03024569687303E-22,1.03024569687303E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1
1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1
1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1
1.03024569687303E-22,1.03024569687303E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1.0402892622067899E-19,1.0402893773745178E-15,1
1.0202203339037458E-9,0.0,1.0594278014248785E-23,1.0202203339037458E-9,1.0594278014248785E-23,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1
1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1
1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1.0402892622067899E-19,1.0402893773745178E-15,1
1.0202203339037458E-9,0.0,1.0594278014248785E-23,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,1
2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1
1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,0.010402893773759407,1.0402892622067899E-19,9.798401882858641E-15,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,0
1.0594278014248785E-23,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.100940295591777E-14,1.1615710731132947E-4,1
1.100940295591777E-14,1.100940295591777E-14,1.1615710731132947E-4,1.100940295591777E-14,1.03024569687303E-22,1.03024569687303E-22,1.0402892622067899E-19,1.0402892622471498E-19,9.798401882858641E-15,1.0594278014248785E-23,0
0.010402893773759407,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0202203339037458E-9,1.0594278014248785E-23,1
9.798401882858641E-15,1.2017451702613522E-22,1.03024569687303E-22,1.03024569687303E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,0
1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1
1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.2017451702613522E-22,1
1.100940295591777E-14,1.1615710731132947E-4,1.100940295591777E-14,1.100940295591777E-14,1.1615710731132947E-4,1.100940295591777E-14,1.100940295591777E-14,1.1615710731132947E-4,1.100940295591777E-14,1.0402892622067899E-19,1
1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1.03024569687303E-22,1.03024569687303E-22,1.0594278014248785E-23,1.0402892622067899E-19,1
1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1
1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1
1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1
1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,1
2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1
1.03024569687303E-22,2.0361602692841487E-33,0.010402893773759407,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1
1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1
9.798401882858641E-15,0.010402893773759407,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0202203339037458E-9,0
1.0594278014248785E-23,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1
9.798401882858641E-15,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,0
1.0594278014248785E-23,2.0361602692841487E-33,1.100940295591777E-14,1.1615710731132947E-4,1.100940295591777E-14,1.100940295591777E-14,1.1615710731132947E-4,1.100940295591777E-14,1.100940295591777E-14,1.1615710731132947E-4,1
1.100940295591777E-14,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1
1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1
1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.03024569687303E-22,1.03024569687303E-22,1
1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1
1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1
1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1
1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1
1.0594278014248785E-23,2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1
1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1
1.0202203339037458E-9,0.0,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,0.010402893773759407,1.0402892622067899E-19,1
1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,1.03024569687303E-22,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0202203339037458E-9,1.2017451702613522E-22,1
1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,0.010402893773759407,1
1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0202203339037458E-9,9.798401882858641E-15,1.0202203339037458E-9,0
1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1
1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,1
2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1
1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,1.03024569687303E-22,1.03024569687303E-22,2.0361602692841487E-33,1.03024569687303E-22,1.03024569687303E-22,1.0594278014248785E-23,1.0402892622067899E-19,1
1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1
1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,1.0202203339037458E-9,9.798401882858641E-15,1.2017451702613522E-22,1.03024569687303E-22,1.03024569687303E-22,1.0402892622067899E-19,0
1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1
1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1
1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,9.798401882858641E-15,1.1615710731132947E-4,1.100940295591777E-14,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,0
1.03024569687303E-22,1.03024569687303E-22,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1
1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,2.0361602692841487E-33,2.0361602692841487E-33,1.03024569687303E-22,1.03024569687303E-22,1.0594278014248785E-23,1
1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.2017451702613522E-22,1.100940295591777E-14,1.1615710731132947E-4,1.100940295591777E-14,1.100940295591777E-14,1
1.1615710731132947E-4,1.100940295591777E-14,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,9.798401882858641E-15,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,0
1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1
1.0594278014248785E-23,1.100940295591777E-14,1.1615710731132947E-4,1.100940295591777E-14,1.100940295591777E-14,1.1615710731132947E-4,1.100940295591777E-14,1.03024569687303E-22,1.03024569687303E-22,2.0361602692841487E-33,1
2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,9.798401882858641E-15,0.0,1.0202203339037458E-9,1.2017451702613522E-22,1.0402892622067899E-19,0
1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.100940295591777E-14,1.1615710731132947E-4,1.100940295591777E-14,1.03024569687303E-22,2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1
1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.03024569687303E-22,1.0402892622067899E-19,1.0402892622471498E-19,1
1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.03024569687303E-22,1.0202203339037458E-9,0.0,1
1.0202203339037458E-9,1.0202203339037458E-9,1.2017451702613522E-22,1.03024569687303E-22,1.0402892622067899E-19,1.0402892622471498E-19,1.0594278014248785E-23,1.0594278014248785E-23,1.03024569687303E-22,1.100940295591777E-14,1
1.1615710731132947E-4,1.100940295591777E-14,2.0361602692841487E-33,2.0361602692841487E-33,1.0594278014248785E-23,1.0402892622067899E-19,1.0402893773745178E-15,1.0202203339037458E-9,0.0,1.0202203339037458E-9,1
